case_id,variant,granularity,container,frontend,tokenizer,token_count,char_count,compiled
case5_tool_branch,coarse|compact,coarse,compact,natural,llama-2,32,69,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}]}"
case5_tool_branch,coarse|compact,coarse,compact,natural,qwen2.5,26,69,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}]}"
case5_tool_branch,coarse|compact,coarse,compact,natural,claude,25,69,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}]}"
case5_tool_branch,coarse|compact,coarse,compact,natural,gemini,26,69,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}]}"
case5_tool_branch,medium|nested,medium,nested,code,gpt-4o,10,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,medium|nested,medium,nested,code,gpt-3.5,10,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,medium|nested,medium,nested,code,llama-2,12,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,medium|nested,medium,nested,code,qwen2.5,10,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,medium|nested,medium,nested,code,claude,12,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,medium|nested,medium,nested,code,gemini,11,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,medium|nested,medium,nested,json,gpt-4o,29,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,medium|nested,medium,nested,json,gpt-3.5,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,medium|nested,medium,nested,json,llama-2,35,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,medium|nested,medium,nested,json,qwen2.5,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,medium|nested,medium,nested,json,claude,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,medium|nested,medium,nested,json,gemini,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,medium|nested,medium,nested,natural,gpt-4o,12,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,medium|nested,medium,nested,natural,gpt-3.5,12,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,medium|nested,medium,nested,natural,llama-2,14,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,medium|nested,medium,nested,natural,qwen2.5,12,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,medium|nested,medium,nested,natural,claude,13,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,medium|nested,medium,nested,natural,gemini,13,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,medium|flat,medium,flat,code,gpt-4o,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,code,gpt-3.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,code,llama-2,30,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,code,qwen2.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,code,claude,27,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,code,gemini,26,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,json,gpt-4o,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,json,gpt-3.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,json,llama-2,30,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,json,qwen2.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,json,claude,27,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,json,gemini,26,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,natural,gpt-4o,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,natural,gpt-3.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,natural,llama-2,30,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,natural,qwen2.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,natural,claude,27,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|flat,medium,flat,natural,gemini,26,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,medium|compact,medium,compact,code,gpt-4o,43,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,code,gpt-3.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,code,llama-2,51,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,code,qwen2.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,code,claude,40,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,code,gemini,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,json,gpt-4o,43,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,json,gpt-3.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,json,llama-2,51,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,json,qwen2.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,json,claude,40,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,json,gemini,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,natural,gpt-4o,43,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,natural,gpt-3.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,natural,llama-2,51,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,natural,qwen2.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,natural,claude,40,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,medium|compact,medium,compact,natural,gemini,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|nested,full,nested,code,gpt-4o,10,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,full|nested,full,nested,code,gpt-3.5,10,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,full|nested,full,nested,code,llama-2,12,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,full|nested,full,nested,code,qwen2.5,10,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,full|nested,full,nested,code,claude,12,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,full|nested,full,nested,code,gemini,11,40,if weather>rain: switch(indoor_activity)
case5_tool_branch,full|nested,full,nested,json,gpt-4o,29,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,full|nested,full,nested,json,gpt-3.5,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,full|nested,full,nested,json,llama-2,35,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,full|nested,full,nested,json,qwen2.5,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,full|nested,full,nested,json,claude,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,full|nested,full,nested,json,gemini,28,109,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""constraints"":[{""type"":""weather"",""value"":""rain"",""operator"":"">""}]}"
case5_tool_branch,full|nested,full,nested,natural,gpt-4o,12,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,full|nested,full,nested,natural,gpt-3.5,12,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,full|nested,full,nested,natural,llama-2,14,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,full|nested,full,nested,natural,qwen2.5,12,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,full|nested,full,nested,natural,claude,13,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,full|nested,full,nested,natural,gemini,13,59,"If weather is greater than rain, switch to indoor_activity."
case5_tool_branch,full|flat,full,flat,code,gpt-4o,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,code,gpt-3.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,code,llama-2,30,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,code,qwen2.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,code,claude,27,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,code,gemini,26,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,json,gpt-4o,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,json,gpt-3.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,json,llama-2,30,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,json,qwen2.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,json,claude,27,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,json,gemini,26,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,natural,gpt-4o,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,natural,gpt-3.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,natural,llama-2,30,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,natural,qwen2.5,25,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,natural,claude,27,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|flat,full,flat,natural,gemini,26,80,"{""intent"":""!SWITCH"",""act"":""indoor_activity"",""c0_type"":""weather"",""c0_val"":""rain""}"
case5_tool_branch,full|compact,full,compact,code,gpt-4o,43,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,code,gpt-3.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,code,llama-2,51,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,code,qwen2.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,code,claude,40,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,code,gemini,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,json,gpt-4o,43,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,json,gpt-3.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,json,llama-2,51,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,json,qwen2.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,json,claude,40,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,json,gemini,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,natural,gpt-4o,43,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,natural,gpt-3.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,natural,llama-2,51,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,natural,qwen2.5,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,natural,claude,40,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case5_tool_branch,full|compact,full,compact,natural,gemini,41,110,"{""i"":""!SWITCH"",""e"":[{""d"":""act"",""v"":""indoor_activity"",""x"":""!SWITCH""}],""k"":[{""t"":""weather"",""v"":""rain"",""o"":"">""}]}"
case6_nested_constraint,coarse|nested,coarse,nested,code,gpt-4o,18,46,"book(hotel,city=Shanghai,checkin=t+3,nights=2)"
case6_nested_constraint,coarse|nested,coarse,nested,code,gpt-3.5,19,46,"book(hotel,city=Shanghai,checkin=t+3,nights=2)"
case6_nested_constraint,coarse|nested,coarse,nested,code,llama-2,23,46,"book(hotel,city=Shanghai,checkin=t+3,nights=2)"
case6_nested_constraint,coarse|nested,coarse,nested,code,qwen2.5,19,46,"book(hotel,city=Shanghai,checkin=t+3,nights=2)"
case6_nested_constraint,coarse|nested,coarse,nested,code,claude,21,46,"book(hotel,city=Shanghai,checkin=t+3,nights=2)"
case6_nested_constraint,coarse|nested,coarse,nested,code,gemini,18,46,"book(hotel,city=Shanghai,checkin=t+3,nights=2)"
case6_nested_constraint,coarse|nested,coarse,nested,json,gpt-4o,26,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|nested,coarse,nested,json,gpt-3.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|nested,coarse,nested,json,llama-2,30,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|nested,coarse,nested,json,qwen2.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|nested,coarse,nested,json,claude,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|nested,coarse,nested,json,gemini,24,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|nested,coarse,nested,natural,gpt-4o,12,29,"book hotel, Shanghai, t+3, 2."
case6_nested_constraint,coarse|nested,coarse,nested,natural,gpt-3.5,12,29,"book hotel, Shanghai, t+3, 2."
case6_nested_constraint,coarse|nested,coarse,nested,natural,llama-2,13,29,"book hotel, Shanghai, t+3, 2."
case6_nested_constraint,coarse|nested,coarse,nested,natural,qwen2.5,12,29,"book hotel, Shanghai, t+3, 2."
case6_nested_constraint,coarse|nested,coarse,nested,natural,claude,11,29,"book hotel, Shanghai, t+3, 2."
case6_nested_constraint,coarse|nested,coarse,nested,natural,gemini,12,29,"book hotel, Shanghai, t+3, 2."
case6_nested_constraint,coarse|flat,coarse,flat,code,gpt-4o,26,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,code,gpt-3.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,code,llama-2,30,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,code,qwen2.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,code,claude,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,code,gemini,24,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,json,gpt-4o,26,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,json,gpt-3.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,json,llama-2,30,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,json,qwen2.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,json,claude,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,json,gemini,24,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,natural,gpt-4o,26,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,natural,gpt-3.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,natural,llama-2,30,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,natural,qwen2.5,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,natural,claude,27,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|flat,coarse,flat,natural,gemini,24,79,"{""intent"":""!BOOK"",""act"":""hotel"",""city"":""Shanghai"",""checkin"":""t+3"",""nights"":""2""}"
case6_nested_constraint,coarse|compact,coarse,compact,code,gpt-4o,51,132,"{""i"":""!BOOK"",""e"":[{""d"":""act"",""v"":""hotel"",""x"":""!BOOK""},{""d"":""city"",""v"":""Shanghai""},{""d"":""checkin"",""v"":""t+3""},{""d"":""nights"",""v"":""2""}]}"
case6_nested_constraint,coarse|compact,coarse,compact,code,gpt-3.5,51,132,"{""i"":""!BOOK"",""e"":[{""d"":""act"",""v"":""hotel"",""x"":""!BOOK""},{""d"":""city"",""v"":""Shanghai""},{""d"":""checkin"",""v"":""t+3""},{""d"":""nights"",""v"":""2""}]}"
case6_nested_constraint,coarse|compact,coarse,compact,code,llama-2,61,132,"{""i"":""!BOOK"",""e"":[{""d"":""act"",""v"":""hotel"",""x"":""!BOOK""},{""d"":""city"",""v"":""Shanghai""},{""d"":""checkin"",""v"":""t+3""},{""d"":""nights"",""v"":""2""}]}"
